Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-121.27786673980395,36.97418865746292,136.0,117,46,4408.0,276.0,23.0,252.0,85.0,192.0,196.0,74.0,395.0,74.0,1.0,85.0,213.0,4.0,5.0,204.0
-117.21546030946172,32.71501655961547,183.0,81,44,3505.0,284.0,100.0,184.0,143.0,221.0,235.0,140.0,248.0,47.0,1.0,87.0,134.0,3.0,4.0,134.0
-120.01021367674656,33.98970307627404,157.0,45,43,2126.0,215.0,110.0,105.0,133.0,179.0,188.0,133.0,515.0,119.0,0.0,98.0,328.0,1.0,4.0,325.0
-123.07327263876716,41.33796374190495,88.0,115,38,6155.0,264.0,-32.0,296.0,10.0,169.0,180.0,10.0,855.0,161.0,5.0,80.0,477.0,26.0,32.0,477.0
-118.3265916425771,36.841244943782215,81.0,116,34,7545.0,266.0,-67.0,333.0,-6.0,182.0,192.0,-14.0,269.0,55.0,5.0,78.0,154.0,15.0,15.0,152.0
-117.96629953193096,35.23339419378345,185.0,128,37,7413.0,373.0,33.0,340.0,100.0,244.0,292.0,89.0,125.0,23.0,1.0,80.0,69.0,4.0,10.0,65.0
-121.62519430603125,39.71752906549279,159.0,122,37,6997.0,350.0,22.0,328.0,68.0,260.0,260.0,68.0,1170.0,248.0,2.0,84.0,695.0,11.0,11.0,695.0
-122.53765100733835,39.01114160576346,139.0,115,41,5574.0,301.0,19.0,281.0,64.0,217.0,217.0,64.0,793.0,155.0,1.0,86.0,452.0,8.0,8.0,452.0
-123.79148404102357,41.0113192638138,89.0,91,40,4595.0,221.0,-2.0,224.0,32.0,148.0,157.0,32.0,1676.0,324.0,4.0,81.0,933.0,32.0,34.0,933.0
-114.3518669933698,34.30306849782553,208.0,127,36,7836.0,391.0,42.0,349.0,105.0,276.0,317.0,103.0,138.0,23.0,1.0,57.0,62.0,4.0,46.0,62.0
-123.0441344158471,38.78777402714421,140.0,87,41,4122.0,258.0,48.0,209.0,84.0,192.0,197.0,84.0,1074.0,239.0,1.0,89.0,678.0,10.0,12.0,678.0
-124.0649172713987,41.15497217339789,122.0,69,40,3654.0,222.0,50.0,172.0,77.0,176.0,176.0,77.0,1572.0,291.0,5.0,77.0,833.0,31.0,31.0,833.0
-115.60638039990056,33.996227833986886,221.0,132,38,7470.0,409.0,62.0,346.0,287.0,281.0,328.0,122.0,79.0,13.0,1.0,54.0,34.0,3.0,33.0,30.0
-121.44932710143534,37.48473033766197,114.0,114,46,4384.0,252.0,4.0,248.0,54.0,170.0,173.0,52.0,386.0,75.0,1.0,86.0,214.0,4.0,6.0,214.0
