Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,presence
-122.92837980725594,39.88245345840079,66.0,116,40,5756.0,235.0,-51.0,286.0,-8.0,149.0,149.0,-8.0,1092.0,232.0,2.0,86.0,659.0,19.0,19.0,659.0,0
-115.27664539209776,33.0755452224582,247.0,135,39,7172.0,431.0,90.0,340.0,175.0,302.0,349.0,152.0,65.0,10.0,0.0,59.0,26.0,0.0,24.0,26.0,0
-122.65050913767054,37.88733516721221,141.0,73,45,3027.0,228.0,65.0,163.0,97.0,180.0,180.0,97.0,917.0,193.0,1.0,90.0,540.0,7.0,7.0,540.0,0
-121.5330710919332,41.29289526312137,86.0,120,35,7417.0,287.0,-52.0,340.0,-7.0,198.0,198.0,-7.0,715.0,107.0,7.0,59.0,320.0,32.0,32.0,320.0,0
-115.97441468903236,35.289952169252345,222.0,128,34,8468.0,420.0,48.0,372.0,340.0,295.0,340.0,107.0,150.0,20.0,3.0,39.0,57.0,10.0,57.0,42.0,0
-120.39101523015805,41.79728829377285,94.0,114,32,7865.0,301.0,-47.0,347.0,7.0,215.0,215.0,-5.0,375.0,53.0,9.0,45.0,152.0,28.0,28.0,149.0,0
-120.47868506994509,38.05337590096561,157.0,122,39,6202.0,331.0,24.0,306.0,76.0,247.0,247.0,76.0,866.0,183.0,1.0,87.0,516.0,7.0,7.0,516.0,0
-121.60933532474048,36.36898092873638,104.0,94,47,3365.0,211.0,14.0,197.0,57.0,149.0,149.0,57.0,714.0,143.0,1.0,88.0,403.0,5.0,5.0,403.0,0
-122.97270227033884,41.31127487281031,48.0,116,39,6079.0,223.0,-72.0,296.0,-28.0,128.0,138.0,-28.0,954.0,164.0,9.0,71.0,488.0,42.0,50.0,488.0,0
-117.44930826712816,33.56985455657633,153.0,105,43,4705.0,285.0,42.0,242.0,99.0,210.0,223.0,93.0,339.0,72.0,1.0,92.0,215.0,5.0,7.0,190.0,0
-124.00099951190408,40.82859091375798,125.0,73,40,3769.0,230.0,50.0,180.0,82.0,181.0,181.0,78.0,1291.0,237.0,4.0,75.0,659.0,27.0,27.0,655.0,0
-122.28607596154056,38.32281305749089,159.0,105,43,4562.0,294.0,52.0,242.0,95.0,219.0,220.0,95.0,584.0,123.0,1.0,89.0,347.0,5.0,5.0,347.0,0
-123.1449347654926,39.14779148992256,138.0,93,40,4586.0,268.0,39.0,229.0,76.0,196.0,202.0,76.0,1095.0,196.0,1.0,83.0,585.0,13.0,14.0,585.0,0
-115.91159400296678,35.655122293907866,195.0,126,33,8536.0,393.0,21.0,372.0,96.0,269.0,314.0,80.0,184.0,24.0,3.0,41.0,71.0,13.0,58.0,61.0,0
-122.70646205242684,38.31604522473656,152.0,90,43,3956.0,267.0,59.0,208.0,96.0,205.0,205.0,96.0,725.0,169.0,1.0,93.0,469.0,6.0,6.0,469.0,0
-118.00620542653962,33.81919991006013,195.0,103,43,4603.0,323.0,85.0,238.0,142.0,250.0,262.0,136.0,331.0,76.0,0.0,97.0,214.0,1.0,2.0,199.0,0
-121.9258001288479,40.36169530013756,141.0,122,35,7355.0,339.0,0.0,338.0,46.0,249.0,249.0,46.0,995.0,182.0,4.0,74.0,529.0,23.0,23.0,529.0,0
-123.02125848387432,41.66416562586633,91.0,115,38,6176.0,267.0,-29.0,296.0,13.0,172.0,184.0,13.0,789.0,160.0,7.0,82.0,475.0,28.0,31.0,475.0,0
-121.38174770681304,40.67014359175028,90.0,122,35,7398.0,289.0,-51.0,340.0,-4.0,200.0,200.0,-4.0,728.0,110.0,6.0,61.0,327.0,29.0,29.0,327.0,0
-116.65286109302548,33.492352296121005,138.0,130,43,5789.0,301.0,3.0,298.0,64.0,177.0,223.0,64.0,328.0,64.0,1.0,78.0,182.0,9.0,31.0,182.0,0
-114.79188330138932,33.64347796748533,237.0,131,37,7565.0,422.0,75.0,346.0,344.0,300.0,344.0,136.0,103.0,21.0,1.0,63.0,49.0,3.0,49.0,33.0,0
-121.27446326717994,40.014443636457486,114.0,123,36,7185.0,309.0,-26.0,335.0,21.0,219.0,219.0,21.0,1210.0,250.0,3.0,84.0,709.0,16.0,16.0,709.0,0
-123.865870047319,40.07421054277127,131.0,83,41,4167.0,250.0,46.0,203.0,78.0,184.0,192.0,78.0,1633.0,333.0,2.0,87.0,974.0,15.0,26.0,974.0,0
-120.41083838506243,41.65816619884218,93.0,115,32,7888.0,300.0,-49.0,349.0,5.0,214.0,214.0,-6.0,382.0,52.0,8.0,45.0,151.0,27.0,27.0,150.0,0
-115.89628204980204,34.44377097056527,222.0,132,37,7793.0,414.0,57.0,356.0,118.0,286.0,332.0,118.0,83.0,12.0,1.0,52.0,36.0,4.0,27.0,36.0,0
-116.60075029506558,35.84408109100538,248.0,123,32,8915.0,450.0,69.0,380.0,146.0,325.0,372.0,127.0,87.0,16.0,1.0,65.0,46.0,6.0,17.0,37.0,0
-114.84750575763675,33.32316034041833,241.0,132,38,7421.0,425.0,81.0,344.0,346.0,301.0,346.0,142.0,78.0,13.0,0.0,57.0,33.0,1.0,33.0,27.0,0
-123.43668667984292,39.40429896253745,123.0,86,40,4272.0,245.0,33.0,211.0,67.0,178.0,185.0,67.0,1343.0,256.0,2.0,81.0,737.0,15.0,23.0,737.0,0
-116.54756582172918,35.611174576799755,209.0,125,33,8492.0,407.0,37.0,370.0,110.0,282.0,328.0,95.0,108.0,20.0,1.0,66.0,58.0,5.0,22.0,49.0,0
-122.83933509448812,39.31712486893692,122.0,111,40,5448.0,279.0,7.0,272.0,49.0,199.0,199.0,49.0,881.0,179.0,1.0,85.0,512.0,10.0,10.0,512.0,0
