Longitude,Latitude,geometry,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-119.23571578032872,37.587573300483534,POINT (-119.23571578032872 37.587573300483534),64.0,121,37,6950.0,245.0,-79.0,325.0,-23.0,167.0,167.0,-23.0,747.0,156.0,7.0,83.0,439.0,23.0,23.0,439.0
-122.99019426458199,38.42842137658899,POINT (-122.99019426458199 38.42842137658899),139.0,81,43,3660.0,244.0,54.0,189.0,88.0,185.0,188.0,88.0,1201.0,263.0,1.0,89.0,742.0,11.0,11.0,742.0
-116.38652219588359,35.66714641564667,POINT (-116.38652219588359 35.66714641564667),243.0,125,32,8823.0,445.0,65.0,379.0,159.0,320.0,366.0,123.0,104.0,18.0,1.0,58.0,51.0,6.0,25.0,39.0
-117.48325958721813,35.36149575022656,POINT (-117.48325958721813 35.36149575022656),183.0,126,35,7825.0,375.0,24.0,350.0,92.0,247.0,295.0,80.0,103.0,20.0,1.0,72.0,59.0,4.0,15.0,48.0
-122.85180325956831,40.99200200683693,POINT (-122.85180325956831 40.99200200683693),47.0,119,39,6244.0,226.0,-77.0,304.0,-32.0,131.0,139.0,-32.0,1218.0,241.0,6.0,81.0,699.0,33.0,34.0,699.0
-116.03559574547839,33.7583175993019,POINT (-116.03559574547839 33.7583175993019),180.0,134,40,6879.0,361.0,29.0,332.0,95.0,232.0,279.0,89.0,101.0,16.0,1.0,54.0,42.0,4.0,33.0,41.0
-121.31357490659579,40.23126637498373,POINT (-121.31357490659579 40.23126637498373),87.0,122,36,7157.0,281.0,-52.0,334.0,-4.0,192.0,192.0,-4.0,1023.0,219.0,4.0,83.0,615.0,18.0,18.0,615.0
-114.81367892906181,34.67166237530475,POINT (-114.81367892906181 34.67166237530475),211.0,127,35,8043.0,400.0,44.0,356.0,118.0,281.0,323.0,104.0,135.0,19.0,1.0,51.0,55.0,5.0,46.0,49.0
-118.49882560591331,35.486787666003785,POINT (-118.49882560591331 35.486787666003785),118.0,128,39,6883.0,299.0,-25.0,324.0,40.0,210.0,219.0,30.0,358.0,64.0,1.0,80.0,187.0,6.0,12.0,183.0
-120.10990510644929,39.01610055487447,POINT (-120.10990510644929 39.01610055487447),78.0,123,36,7125.0,267.0,-68.0,336.0,-12.0,183.0,183.0,-12.0,681.0,136.0,8.0,77.0,392.0,28.0,28.0,392.0
-117.18526022148751,36.01681978981367,POINT (-117.18526022148751 36.01681978981367),191.0,120,33,8469.0,387.0,23.0,363.0,92.0,263.0,310.0,78.0,131.0,22.0,2.0,61.0,67.0,9.0,29.0,55.0
-117.99670300170398,35.42743938939936,POINT (-117.99670300170398 35.42743938939936),165.0,126,37,7508.0,354.0,13.0,341.0,78.0,225.0,274.0,68.0,134.0,26.0,1.0,80.0,77.0,4.0,11.0,70.0
-120.7862629456787,41.180843120342836,POINT (-120.7862629456787 41.180843120342836),66.0,119,34,7552.0,268.0,-75.0,343.0,-29.0,181.0,181.0,-29.0,494.0,69.0,8.0,48.0,206.0,33.0,33.0,206.0
-114.82104761178219,34.04141913357852,POINT (-114.82104761178219 34.04141913357852),243.0,130,36,7802.0,429.0,77.0,351.0,275.0,308.0,352.0,138.0,85.0,13.0,1.0,54.0,34.0,3.0,33.0,32.0
-123.9654436205111,40.00202732023578,POINT (-123.9654436205111 40.00202732023578),116.0,73,41,3691.0,220.0,41.0,179.0,70.0,163.0,170.0,70.0,2012.0,405.0,2.0,88.0,1192.0,18.0,31.0,1192.0
-116.37377189798089,35.611014798075175,POINT (-116.37377189798089 35.611014798075175),225.0,126,33,8648.0,425.0,49.0,375.0,124.0,300.0,346.0,108.0,111.0,20.0,1.0,63.0,57.0,5.0,21.0,49.0
-122.76049159304395,40.9940442410807,POINT (-122.76049159304395 40.9940442410807),88.0,120,38,6587.0,274.0,-40.0,314.0,4.0,177.0,186.0,4.0,1275.0,262.0,4.0,88.0,764.0,24.0,26.0,764.0
-115.14418654036487,34.70602646711501,POINT (-115.14418654036487 34.70602646711501),195.0,128,36,7919.0,384.0,30.0,354.0,132.0,263.0,306.0,90.0,179.0,24.0,2.0,46.0,73.0,9.0,54.0,61.0
-116.00132396291608,33.15528159411197,POINT (-116.00132396291608 33.15528159411197),231.0,135,41,6531.0,408.0,84.0,324.0,145.0,277.0,326.0,145.0,87.0,15.0,1.0,58.0,42.0,3.0,22.0,42.0
-122.86877876597202,39.41616643480319,POINT (-122.86877876597202 39.41616643480319),112.0,112,40,5521.0,272.0,-3.0,276.0,39.0,190.0,190.0,39.0,1025.0,187.0,2.0,81.0,548.0,14.0,14.0,548.0
-119.82992091139711,38.07178376586111,POINT (-119.82992091139711 38.07178376586111),65.0,121,38,6594.0,243.0,-73.0,316.0,-18.0,162.0,162.0,-18.0,1202.0,245.0,7.0,82.0,689.0,22.0,22.0,689.0
-120.41538945192444,41.58113620646507,POINT (-120.41538945192444 41.58113620646507),90.0,115,33,7882.0,297.0,-52.0,350.0,2.0,211.0,211.0,-9.0,474.0,63.0,10.0,44.0,183.0,35.0,35.0,180.0
-120.70108468312377,41.44715235714898,POINT (-120.70108468312377 41.44715235714898),100.0,118,33,7824.0,306.0,-42.0,349.0,12.0,220.0,220.0,1.0,345.0,44.0,6.0,42.0,128.0,25.0,25.0,126.0
-116.7235466944745,36.02949044159514,POINT (-116.7235466944745 36.02949044159514),213.0,121,32,8734.0,412.0,39.0,373.0,124.0,289.0,335.0,95.0,119.0,21.0,1.0,61.0,60.0,8.0,26.0,46.0
-122.83432830136923,40.431901299134466,POINT (-122.83432830136923 40.431901299134466),121.0,120,38,6527.0,304.0,-7.0,312.0,37.0,207.0,217.0,37.0,1011.0,209.0,3.0,89.0,610.0,19.0,20.0,610.0
-123.01932507739642,40.8585344248606,POINT (-123.01932507739642 40.8585344248606),94.0,117,39,6258.0,273.0,-28.0,302.0,14.0,177.0,187.0,14.0,895.0,155.0,5.0,73.0,461.0,27.0,31.0,461.0
-123.74712621314835,41.09984364771648,POINT (-123.74712621314835 41.09984364771648),128.0,93,40,4829.0,265.0,32.0,233.0,67.0,190.0,200.0,67.0,1313.0,268.0,3.0,87.0,793.0,20.0,23.0,793.0
-122.84911630190271,40.305363961422955,POINT (-122.84911630190271 40.305363961422955),124.0,120,38,6479.0,307.0,-2.0,310.0,41.0,214.0,219.0,41.0,910.0,192.0,3.0,84.0,545.0,20.0,20.0,545.0
-116.21255256658266,34.0450096583772,POINT (-116.21255256658266 34.0450096583772),160.0,134,40,6946.0,342.0,7.0,334.0,68.0,213.0,260.0,68.0,130.0,23.0,0.0,61.0,65.0,2.0,30.0,65.0
-121.83709033304089,41.24398941158387,POINT (-121.83709033304089 41.24398941158387),96.0,121,35,7380.0,297.0,-43.0,340.0,3.0,208.0,208.0,3.0,902.0,151.0,6.0,67.0,442.0,26.0,26.0,442.0
-114.99401274355769,35.030185314776226,POINT (-114.99401274355769 35.030185314776226),196.0,127,35,8171.0,387.0,27.0,359.0,218.0,267.0,310.0,87.0,178.0,25.0,2.0,48.0,69.0,8.0,67.0,60.0
-119.46229498194587,34.7583944529348,POINT (-119.46229498194587 34.7583944529348),112.0,117,44,5069.0,259.0,-6.0,265.0,53.0,178.0,186.0,48.0,432.0,92.0,1.0,93.0,271.0,3.0,3.0,248.0
-120.90607945425812,38.969432185831025,POINT (-120.90607945425812 38.969432185831025),144.0,122,38,6533.0,325.0,10.0,315.0,59.0,238.0,238.0,59.0,1226.0,244.0,3.0,82.0,701.0,16.0,16.0,701.0
-118.51213405031542,35.86257108293317,POINT (-118.51213405031542 35.86257108293317),91.0,125,38,6903.0,271.0,-51.0,323.0,3.0,183.0,192.0,3.0,565.0,131.0,2.0,96.0,375.0,7.0,11.0,375.0
-121.4568088043327,40.29827530251049,POINT (-121.4568088043327 40.29827530251049),86.0,122,36,7153.0,280.0,-53.0,333.0,-5.0,191.0,191.0,-5.0,1062.0,200.0,5.0,75.0,571.0,25.0,25.0,571.0
-120.90683121521084,39.63688379472855,POINT (-120.90683121521084 39.63688379472855),89.0,123,37,6929.0,279.0,-50.0,329.0,0.0,190.0,190.0,0.0,1737.0,347.0,5.0,79.0,970.0,23.0,23.0,970.0
-115.25062955207846,33.85747613054522,POINT (-115.25062955207846 33.85747613054522),236.0,132,37,7557.0,423.0,75.0,347.0,251.0,298.0,343.0,135.0,79.0,13.0,1.0,57.0,33.0,3.0,33.0,32.0
-119.52207212942585,38.03509382757257,POINT (-119.52207212942585 38.03509382757257),45.0,121,37,6837.0,226.0,-96.0,323.0,-38.0,147.0,147.0,-40.0,789.0,142.0,10.0,72.0,404.0,33.0,33.0,403.0
-117.45501206582689,35.928145655749006,POINT (-117.45501206582689 35.928145655749006),141.0,121,34,8003.0,332.0,-17.0,350.0,48.0,208.0,255.0,36.0,110.0,20.0,2.0,65.0,60.0,7.0,21.0,51.0
-123.43295060080773,41.60352467792943,POINT (-123.43295060080773 41.60352467792943),108.0,105,39,5528.0,267.0,0.0,267.0,39.0,180.0,191.0,39.0,1225.0,226.0,7.0,77.0,669.0,31.0,42.0,669.0
-121.04888684278433,39.702159228003275,POINT (-121.04888684278433 39.702159228003275),94.0,123,37,6877.0,283.0,-43.0,327.0,5.0,194.0,194.0,5.0,1845.0,379.0,4.0,82.0,1057.0,20.0,20.0,1057.0
-120.50558518436462,41.24731107074996,POINT (-120.50558518436462 41.24731107074996),101.0,118,33,7928.0,308.0,-45.0,353.0,1.0,221.0,221.0,0.0,256.0,32.0,5.0,42.0,96.0,19.0,19.0,96.0
-115.23350505137215,32.95223592855066,POINT (-115.23350505137215 32.95223592855066),248.0,135,39,7158.0,432.0,92.0,340.0,153.0,303.0,350.0,153.0,64.0,9.0,0.0,60.0,27.0,0.0,23.0,27.0
-120.70249284323202,40.99399464900443,POINT (-120.70249284323202 40.99399464900443),74.0,120,34,7642.0,277.0,-69.0,346.0,-22.0,190.0,190.0,-22.0,360.0,52.0,6.0,48.0,154.0,23.0,23.0,154.0
-114.81771985167036,33.18670989678704,POINT (-114.81771985167036 33.18670989678704),235.0,133,38,7351.0,417.0,75.0,342.0,137.0,294.0,338.0,137.0,82.0,12.0,0.0,57.0,34.0,1.0,29.0,34.0
-122.74443169946336,39.47446330023695,POINT (-122.74443169946336 39.47446330023695),75.0,116,40,5633.0,240.0,-43.0,283.0,0.0,155.0,155.0,0.0,1002.0,213.0,2.0,87.0,603.0,14.0,14.0,603.0
-117.00916620999789,36.190499936346306,POINT (-117.00916620999789 36.190499936346306),157.0,119,33,8355.0,350.0,-8.0,359.0,59.0,228.0,275.0,45.0,82.0,14.0,1.0,60.0,42.0,6.0,17.0,37.0
-120.52644632623024,39.7670985852868,POINT (-120.52644632623024 39.7670985852868),94.0,124,35,7401.0,291.0,-52.0,343.0,0.0,203.0,203.0,0.0,778.0,140.0,8.0,70.0,398.0,29.0,29.0,398.0
-120.29055633612795,41.18198696083077,POINT (-120.29055633612795 41.18198696083077),63.0,117,33,7769.0,267.0,-81.0,348.0,-4.0,181.0,181.0,-35.0,423.0,50.0,9.0,38.0,147.0,37.0,37.0,145.0
-123.60570613644434,38.8536734575397,POINT (-123.60570613644434 38.8536734575397),126.0,52,40,2641.0,197.0,68.0,128.0,92.0,157.0,163.0,92.0,1257.0,241.0,3.0,85.0,713.0,15.0,26.0,713.0
-118.26446572844976,37.05089173810155,POINT (-118.26446572844976 37.05089173810155),140.0,116,33,8090.0,333.0,-16.0,349.0,47.0,245.0,258.0,36.0,192.0,35.0,5.0,63.0,99.0,18.0,20.0,97.0
-116.83806692811314,36.5897501926603,POINT (-116.83806692811314 36.5897501926603),227.0,117,30,9124.0,429.0,48.0,381.0,158.0,307.0,355.0,104.0,82.0,12.0,2.0,43.0,35.0,9.0,19.0,25.0
-120.34013683908788,41.587987844535,POINT (-120.34013683908788 41.587987844535),82.0,115,33,7837.0,288.0,-59.0,348.0,-4.0,202.0,202.0,-16.0,519.0,68.0,11.0,43.0,198.0,39.0,39.0,195.0
-118.98306106877004,37.855357036911,POINT (-118.98306106877004 37.855357036911),64.0,120,35,7447.0,252.0,-86.0,339.0,-29.0,165.0,175.0,-29.0,461.0,77.0,13.0,61.0,228.0,45.0,45.0,228.0
-117.83248797943364,34.40834338183991,POINT (-117.83248797943364 34.40834338183991),110.0,127,42,5991.0,274.0,-25.0,299.0,38.0,187.0,197.0,33.0,485.0,101.0,2.0,91.0,292.0,6.0,11.0,287.0
-122.80447330738077,41.56853840476774,POINT (-122.80447330738077 41.56853840476774),107.0,118,37,6577.0,292.0,-19.0,312.0,24.0,199.0,206.0,24.0,524.0,91.0,8.0,66.0,268.0,34.0,34.0,268.0
-116.45885811779313,33.4941175445149,POINT (-116.45885811779313 33.4941175445149),135.0,132,43,5978.0,302.0,-3.0,305.0,66.0,176.0,222.0,57.0,297.0,54.0,1.0,67.0,149.0,9.0,47.0,141.0
-123.24471386331119,38.77724277815976,POINT (-123.24471386331119 38.77724277815976),122.0,76,41,3614.0,224.0,41.0,182.0,73.0,166.0,171.0,73.0,1203.0,266.0,1.0,91.0,758.0,12.0,14.0,758.0
-116.28551073204225,33.598686521287,POINT (-116.28551073204225 33.598686521287),225.0,134,40,6715.0,404.0,75.0,328.0,137.0,274.0,323.0,137.0,95.0,18.0,0.0,67.0,51.0,1.0,19.0,51.0
-114.57552931018984,33.850626177948286,POINT (-114.57552931018984 33.850626177948286),247.0,129,36,7790.0,432.0,81.0,350.0,219.0,313.0,355.0,143.0,88.0,14.0,1.0,58.0,36.0,3.0,35.0,36.0
-120.82346883498533,39.02339711904586,POINT (-120.82346883498533 39.02339711904586),134.0,122,38,6607.0,317.0,0.0,317.0,48.0,229.0,229.0,48.0,1424.0,288.0,4.0,84.0,832.0,18.0,18.0,832.0
-119.82276796131704,38.5331108417988,POINT (-119.82276796131704 38.5331108417988),42.0,122,37,6858.0,225.0,-101.0,326.0,-44.0,143.0,143.0,-44.0,900.0,170.0,11.0,72.0,468.0,36.0,36.0,468.0
-115.04059472031705,33.03100617221971,POINT (-115.04059472031705 33.03100617221971),242.0,134,39,7256.0,425.0,84.0,341.0,345.0,299.0,345.0,146.0,75.0,12.0,0.0,54.0,30.0,1.0,30.0,26.0
-122.32438315589881,37.19690279382758,POINT (-122.32438315589881 37.19690279382758),126.0,59,46,2241.0,194.0,67.0,127.0,95.0,156.0,156.0,95.0,874.0,174.0,3.0,86.0,494.0,12.0,12.0,494.0
-115.5897308728347,33.89047076010632,POINT (-115.5897308728347 33.89047076010632),207.0,133,38,7320.0,392.0,50.0,342.0,110.0,265.0,311.0,110.0,106.0,17.0,1.0,55.0,48.0,3.0,33.0,48.0
-117.17072533456432,35.16908392085362,POINT (-117.17072533456432 35.16908392085362),176.0,128,36,7743.0,367.0,16.0,350.0,86.0,240.0,286.0,73.0,130.0,25.0,1.0,69.0,73.0,6.0,23.0,59.0
-122.88013462184918,38.61697190252356,POINT (-122.88013462184918 38.61697190252356),152.0,92,42,4219.0,273.0,55.0,217.0,93.0,204.0,209.0,93.0,1047.0,263.0,1.0,98.0,737.0,9.0,9.0,737.0
-116.50268463739467,34.53603626115399,POINT (-116.50268463739467 34.53603626115399),182.0,133,38,7395.0,370.0,23.0,346.0,83.0,241.0,287.0,83.0,174.0,28.0,1.0,61.0,84.0,5.0,34.0,84.0
-123.04092698644841,39.12750910354566,POINT (-123.04092698644841 39.12750910354566),118.0,100,41,4843.0,258.0,14.0,244.0,53.0,181.0,186.0,53.0,1094.0,255.0,1.0,96.0,729.0,9.0,9.0,729.0
-119.70877047868501,34.68944241025282,POINT (-119.70877047868501 34.68944241025282),109.0,109,45,4562.0,243.0,0.0,242.0,56.0,168.0,176.0,51.0,430.0,98.0,0.0,99.0,292.0,1.0,2.0,256.0
-114.6904544481556,34.804556876340826,POINT (-114.6904544481556 34.804556876340826),229.0,127,35,8257.0,420.0,58.0,361.0,134.0,302.0,344.0,119.0,125.0,20.0,1.0,55.0,56.0,4.0,37.0,54.0
-120.16624928882925,41.98943327349303,POINT (-120.16624928882925 41.98943327349303),46.0,112,33,7608.0,247.0,-92.0,339.0,-50.0,162.0,162.0,-50.0,433.0,59.0,11.0,42.0,171.0,35.0,35.0,171.0
-115.02499743628732,34.43506341800102,POINT (-115.02499743628732 34.43506341800102),229.0,129,36,7966.0,419.0,63.0,355.0,341.0,297.0,341.0,123.0,100.0,15.0,1.0,51.0,40.0,4.0,40.0,35.0
-122.94495024400558,41.765285797295924,POINT (-122.94495024400558 41.765285797295924),86.0,116,38,6238.0,264.0,-34.0,299.0,8.0,171.0,180.0,8.0,723.0,132.0,9.0,72.0,396.0,38.0,39.0,396.0
-114.501555632105,34.11608053057426,POINT (-114.501555632105 34.11608053057426),245.0,128,36,7917.0,430.0,77.0,353.0,145.0,313.0,355.0,139.0,92.0,14.0,1.0,56.0,40.0,3.0,32.0,40.0
-119.27691868060008,34.88626258272928,POINT (-119.27691868060008 34.88626258272928),110.0,123,43,5511.0,268.0,-15.0,284.0,52.0,182.0,191.0,41.0,333.0,64.0,1.0,82.0,184.0,4.0,5.0,151.0
-115.80599812393663,35.710613037611324,POINT (-115.80599812393663 35.710613037611324),178.0,126,34,8469.0,374.0,5.0,369.0,80.0,252.0,296.0,64.0,222.0,31.0,3.0,47.0,91.0,13.0,75.0,87.0
-120.17855761941102,40.899800759154815,POINT (-120.17855761941102 40.899800759154815),89.0,118,33,8002.0,295.0,-60.0,356.0,-10.0,209.0,209.0,-14.0,258.0,32.0,7.0,37.0,94.0,24.0,24.0,94.0
-120.84372132784144,41.142884569017056,POINT (-120.84372132784144 41.142884569017056),87.0,120,34,7671.0,291.0,-56.0,347.0,-9.0,203.0,203.0,-9.0,446.0,58.0,7.0,45.0,175.0,30.0,30.0,175.0
-117.1045829448897,35.94539669264189,POINT (-117.1045829448897 35.94539669264189),146.0,121,34,8126.0,338.0,-16.0,354.0,51.0,215.0,261.0,38.0,116.0,21.0,1.0,64.0,62.0,8.0,25.0,48.0
-120.6266309593316,41.40072673461967,POINT (-120.6266309593316 41.40072673461967),95.0,118,33,7814.0,301.0,-47.0,349.0,8.0,215.0,215.0,-3.0,405.0,49.0,8.0,40.0,144.0,31.0,31.0,141.0
-122.00790778706705,40.423981835956376,POINT (-122.00790778706705 40.423981835956376),154.0,122,35,7460.0,354.0,12.0,341.0,58.0,263.0,264.0,58.0,1081.0,201.0,4.0,76.0,583.0,27.0,27.0,583.0
-120.57267709743687,38.90606192583409,POINT (-120.57267709743687 38.90606192583409),107.0,122,38,6619.0,290.0,-28.0,318.0,22.0,204.0,204.0,22.0,1210.0,241.0,5.0,81.0,694.0,20.0,20.0,694.0
-119.40986758960885,37.61832007296413,POINT (-119.40986758960885 37.61832007296413),25.0,122,38,6532.0,202.0,-112.0,314.0,-50.0,122.0,122.0,-56.0,1026.0,189.0,7.0,76.0,536.0,28.0,28.0,529.0
-116.09735418853015,33.95325698932149,POINT (-116.09735418853015 33.95325698932149),161.0,134,40,6897.0,343.0,10.0,332.0,71.0,214.0,261.0,71.0,83.0,13.0,0.0,55.0,36.0,2.0,28.0,36.0
-122.34026761985619,41.9736686305731,POINT (-122.34026761985619 41.9736686305731),109.0,119,36,6971.0,303.0,-21.0,325.0,32.0,216.0,216.0,22.0,458.0,76.0,7.0,58.0,219.0,30.0,30.0,211.0
-122.77252880191568,39.114887687352756,POINT (-122.77252880191568 39.114887687352756),117.0,110,41,5266.0,270.0,3.0,267.0,46.0,190.0,190.0,46.0,1091.0,216.0,1.0,87.0,636.0,13.0,13.0,636.0
-123.22352785529858,40.93525475763505,POINT (-123.22352785529858 40.93525475763505),49.0,113,40,5708.0,216.0,-65.0,281.0,-22.0,125.0,133.0,-22.0,1433.0,265.0,6.0,79.0,788.0,34.0,43.0,788.0
-114.75806636258025,32.71375876385287,POINT (-114.75806636258025 32.71375876385287),250.0,133,38,7311.0,432.0,90.0,342.0,153.0,309.0,353.0,153.0,72.0,10.0,0.0,54.0,29.0,1.0,26.0,29.0
-119.83412496984357,37.78429449081953,POINT (-119.83412496984357 37.78429449081953),97.0,121,38,6443.0,273.0,-38.0,312.0,16.0,192.0,192.0,15.0,1041.0,194.0,4.0,79.0,550.0,13.0,13.0,550.0
-120.48689818508831,39.357297228805535,POINT (-120.48689818508831 39.357297228805535),58.0,123,37,6861.0,245.0,-82.0,328.0,-29.0,159.0,159.0,-29.0,1702.0,336.0,9.0,78.0,966.0,40.0,40.0,966.0
-116.16736431836884,35.97066952532752,POINT (-116.16736431836884 35.97066952532752),205.0,123,32,8751.0,404.0,28.0,376.0,103.0,281.0,327.0,86.0,169.0,28.0,2.0,57.0,85.0,11.0,36.0,73.0
-115.07442460169997,33.242630176067465,POINT (-115.07442460169997 33.242630176067465),227.0,134,39,7232.0,410.0,70.0,340.0,131.0,284.0,329.0,131.0,69.0,11.0,0.0,61.0,31.0,0.0,23.0,31.0
-120.76692437842476,41.11644929170198,POINT (-120.76692437842476 41.11644929170198),85.0,120,34,7691.0,288.0,-58.0,347.0,-12.0,201.0,201.0,-12.0,343.0,46.0,6.0,45.0,139.0,22.0,22.0,139.0
-114.82504966369385,33.61292641070272,POINT (-114.82504966369385 33.61292641070272),246.0,131,37,7591.0,430.0,83.0,347.0,352.0,308.0,352.0,144.0,93.0,17.0,1.0,58.0,41.0,3.0,41.0,29.0
-117.05636323902198,34.15295459133947,POINT (-117.05636323902198 34.15295459133947),157.0,131,41,6377.0,329.0,13.0,316.0,84.0,239.0,249.0,74.0,548.0,102.0,3.0,79.0,303.0,20.0,30.0,274.0
-122.59474301828385,41.68500277165711,POINT (-122.59474301828385 41.68500277165711),107.0,119,37,6807.0,297.0,-23.0,320.0,21.0,210.0,210.0,21.0,500.0,91.0,9.0,67.0,266.0,32.0,32.0,266.0
-116.48389146956181,36.15481768856994,POINT (-116.48389146956181 36.15481768856994),176.0,121,32,8574.0,373.0,4.0,368.0,77.0,251.0,296.0,60.0,122.0,22.0,1.0,65.0,66.0,6.0,23.0,60.0
-118.36629534554265,37.06628361519492,POINT (-118.36629534554265 37.06628361519492),98.0,116,34,7738.0,285.0,-53.0,339.0,8.0,202.0,211.0,0.0,245.0,46.0,6.0,67.0,128.0,21.0,22.0,128.0
-120.34579909442795,41.810516129815454,POINT (-120.34579909442795 41.810516129815454),84.0,114,32,7818.0,290.0,-56.0,346.0,-2.0,204.0,204.0,-14.0,504.0,69.0,12.0,43.0,199.0,39.0,39.0,195.0
-115.06668579945455,33.006291178331054,POINT (-115.06668579945455 33.006291178331054),244.0,134,39,7247.0,427.0,86.0,341.0,347.0,301.0,347.0,148.0,72.0,11.0,0.0,55.0,28.0,0.0,28.0,26.0
-115.25440841326386,34.94270417493231,POINT (-115.25440841326386 34.94270417493231),195.0,128,35,8093.0,386.0,27.0,359.0,308.0,264.0,308.0,86.0,203.0,32.0,3.0,49.0,87.0,12.0,87.0,59.0
-121.95699312413794,36.56707088608931,POINT (-121.95699312413794 36.56707088608931),143.0,69,48,2468.0,220.0,75.0,144.0,108.0,176.0,176.0,108.0,633.0,132.0,1.0,89.0,367.0,6.0,6.0,367.0
-122.478215075421,41.62046817878835,POINT (-122.478215075421 41.62046817878835),116.0,120,36,7022.0,310.0,-17.0,328.0,27.0,222.0,222.0,27.0,546.0,94.0,8.0,67.0,281.0,29.0,29.0,281.0
-115.0663806220817,33.997974134044775,POINT (-115.0663806220817 33.997974134044775),207.0,131,37,7517.0,392.0,47.0,344.0,132.0,269.0,313.0,107.0,108.0,17.0,1.0,56.0,47.0,3.0,39.0,46.0
-119.40587746875765,34.58201428800037,POINT (-119.40587746875765 34.58201428800037),108.0,108,44,4697.0,243.0,0.0,243.0,53.0,174.0,177.0,49.0,510.0,117.0,1.0,99.0,346.0,3.0,3.0,298.0
-118.53678531179236,36.076569152899204,POINT (-118.53678531179236 36.076569152899204),100.0,124,38,7038.0,281.0,-43.0,325.0,11.0,194.0,203.0,11.0,530.0,125.0,2.0,96.0,354.0,7.0,8.0,354.0
-115.04395271978042,34.70697644930224,POINT (-115.04395271978042 34.70697644930224),198.0,128,36,7941.0,387.0,32.0,354.0,114.0,266.0,309.0,92.0,133.0,19.0,1.0,50.0,52.0,5.0,48.0,48.0
-115.4564340248455,33.05832254741315,POINT (-115.4564340248455 33.05832254741315),249.0,136,40,7084.0,433.0,94.0,339.0,156.0,303.0,351.0,156.0,61.0,9.0,0.0,59.0,26.0,0.0,19.0,26.0
-116.75460068520253,33.508988802936656,POINT (-116.75460068520253 33.508988802936656),146.0,128,43,5701.0,306.0,12.0,293.0,81.0,184.0,230.0,72.0,444.0,81.0,2.0,76.0,239.0,16.0,41.0,221.0
-117.72661072091088,37.390781534542455,POINT (-117.72661072091088 37.390781534542455),96.0,117,32,8264.0,290.0,-66.0,356.0,8.0,153.0,215.0,-12.0,232.0,27.0,11.0,23.0,78.0,41.0,59.0,65.0
-118.2473456355076,36.00649270154876,POINT (-118.2473456355076 36.00649270154876),76.0,122,37,7161.0,258.0,-69.0,327.0,-14.0,172.0,181.0,-14.0,342.0,75.0,2.0,90.0,214.0,9.0,14.0,214.0
-118.70427780092905,37.366363243564976,POINT (-118.70427780092905 37.366363243564976),41.0,118,35,7248.0,224.0,-105.0,329.0,-50.0,146.0,148.0,-50.0,425.0,73.0,10.0,64.0,211.0,33.0,33.0,211.0
-120.02545321232203,38.93614502652858,POINT (-120.02545321232203 38.93614502652858),79.0,123,36,7166.0,269.0,-67.0,337.0,-11.0,185.0,185.0,-11.0,598.0,114.0,8.0,73.0,326.0,29.0,29.0,326.0
-119.97632952815168,40.49845705681181,POINT (-119.97632952815168 40.49845705681181),91.0,119,33,8080.0,297.0,-62.0,360.0,-14.0,211.0,211.0,-14.0,258.0,38.0,6.0,45.0,113.0,21.0,21.0,113.0
-123.34019700032059,40.36068644633475,POINT (-123.34019700032059 40.36068644633475),81.0,110,40,5476.0,241.0,-30.0,271.0,10.0,152.0,161.0,10.0,1520.0,296.0,3.0,82.0,869.0,23.0,32.0,869.0
-116.57004166659856,34.39615180566183,POINT (-116.57004166659856 34.39615180566183),180.0,133,38,7219.0,366.0,23.0,342.0,84.0,237.0,283.0,84.0,238.0,41.0,1.0,68.0,122.0,6.0,34.0,122.0
-116.25713265744312,34.77801468319632,POINT (-116.25713265744312 34.77801468319632),191.0,131,36,7808.0,384.0,27.0,356.0,152.0,256.0,302.0,87.0,133.0,17.0,1.0,46.0,49.0,5.0,45.0,49.0
-118.04732938806592,37.108867081215564,POINT (-118.04732938806592 37.108867081215564),82.0,116,33,7882.0,271.0,-72.0,343.0,-8.0,193.0,197.0,-19.0,234.0,39.0,8.0,53.0,110.0,27.0,27.0,108.0
-117.39817678922586,35.21549786306304,POINT (-117.39817678922586 35.21549786306304),177.0,127,36,7705.0,368.0,19.0,348.0,88.0,240.0,287.0,76.0,133.0,26.0,1.0,74.0,77.0,4.0,18.0,64.0
-123.33628079609299,41.3505733192066,POINT (-123.33628079609299 41.3505733192066),93.0,109,39,5672.0,257.0,-18.0,275.0,22.0,168.0,178.0,22.0,1338.0,248.0,5.0,80.0,736.0,29.0,41.0,736.0
-120.19077659135557,41.03813454119214,POINT (-120.19077659135557 41.03813454119214),73.0,117,33,7883.0,278.0,-74.0,352.0,-25.0,192.0,192.0,-28.0,325.0,41.0,7.0,40.0,122.0,29.0,29.0,122.0
